"Applicant","Edu_Parent1","Edu_Parent2","Gender","White","Asian","HSGPA","SAT/ACT","College","College_GPA"
7123,4,7,"M",1,0,3.75,1180,"Business & Economics",3.252
7138,7,7,"M",1,0,3.67,1140,"Arts & Letters",2.209
7140,6,4,"F",1,0,3.68,1100,"Math & Science",2.318
7145,7,4,"M",1,0,3.93,1250,"Business & Economics",2.884
7154,6,6,"M",1,0,4.21,1170,"Business & Economics",3.281
7169,7,7,"F",0,0,4.21,1430,"Business & Economics",3.566
7177,3,3,"M",0,1,3.3,1150,"Business & Economics",2.437
7182,5,5,"M",0,0,3.75,1150,"Arts & Letters",3.457
7183,5,5,"F",0,0,4.18,1190,"Math & Science",3.087
7197,6,6,"F",1,0,4.1,1360,"Business & Economics",2.845
7204,6,6,"F",1,0,3.16,1070,"Math & Science",3.164
7206,5,6,"F",0,0,3.73,1300,"Business & Economics",2.919
7239,6,6,"M",0,1,3.95,1160,"Math & Science",3.028
7261,7,6,"M",1,0,3.67,1210,"Arts & Letters",3.805
7270,7,6,"M",0,0,4,1200,"Arts & Letters",2.982
7301,5,7,"F",1,0,4.05,1220,"Business & Economics",3.6
7305,7,7,"F",1,0,3.77,1310,"Business & Economics",2.854
7311,7,7,"M",1,0,3.12,1360,"Arts & Letters",3.011
7351,7,6,"F",1,0,3.5,1170,"Business & Economics",2.082
7361,6,6,"M",1,0,3.35,1310,"Business & Economics",2.065
7373,6,6,"M",1,0,3.48,1430,"Business & Economics",2.747
7376,7,7,"F",1,0,3.78,1100,"Arts & Letters",3.058
7385,7,6,"F",1,0,3.95,1150,"Arts & Letters",3.504
7391,4,6,"M",1,0,3.7,1190,"Arts & Letters",3.065
7398,6,6,"M",0,1,3.17,1060,"Math & Science",2.594
7403,7,4,"F",1,0,4.27,1300,"Math & Science",3.568
7449,3,3,"F",0,0,2.83,1080,"Arts & Letters",2.64
7451,6,6,"F",1,0,3.36,1120,"Arts & Letters",3.524
7459,7,6,"M",0,1,3.78,1240,"Business & Economics",2.877
7497,6,6,"F",1,0,3.88,1220,"Arts & Letters",3.145
7500,7,6,"F",0,1,3.32,1310,"Arts & Letters",3.109
7508,7,6,"F",0,0,3.3,1210,"Arts & Letters",2.876
7514,7,7,"F",0,1,3.46,1450,"Business & Economics",3.346
7516,5,5,"F",1,0,4.05,1330,"Math & Science",3.613
7537,6,5,"M",1,0,3.4,1230,"Business & Economics",2.698
7551,4,5,"M",1,0,3.75,1240,"Math & Science",2.98
7567,6,4,"F",0,1,3.91,1150,"Arts & Letters",2.924
7570,1,4,"F",1,0,4.13,1190,"Math & Science",3.384
7575,7,6,"F",1,0,4,1270,"Arts & Letters",2.971
7578,7,6,"M",1,0,3.9,1340,"Business & Economics",3.534
7579,4,7,"M",1,0,3.59,1300,"Business & Economics",2.433
7590,6,4,"M",0,0,3.54,1300,"Math & Science",1.64
7613,6,6,"M",0,1,3.72,1320,"Business & Economics",3.49
7614,2,3,"M",0,1,3.67,1170,"Math & Science",2.205
7635,7,7,"F",1,0,3.88,1230,"Arts & Letters",2.938
7670,2,2,"F",0,0,3.68,1190,"Arts & Letters",3.101
7671,6,6,"F",1,0,4.09,1220,"Arts & Letters",3.275
7674,6,6,"M",1,0,3.91,1490,"Math & Science",3.26
7709,7,2,"F",0,0,3.75,1150,"Arts & Letters",2.971
7711,1,1,"F",0,0,4.09,1010,"Business & Economics",3.367
7712,7,6,"F",1,0,4.12,1210,"Math & Science",3.786
7740,6,6,"F",1,0,3.65,1440,"Arts & Letters",3.612
7760,6,6,"F",0,0,2.75,1100,"Math & Science",0.916
7794,7,6,"F",0,1,4.12,1320,"Math & Science",3.329
7800,3,3,"M",1,0,3.36,1250,"Arts & Letters",2.692
7822,6,5,"F",1,0,4.2,1280,"Arts & Letters",3.65
7873,5,3,"M",1,0,3.75,1300,"Business & Economics",3.108
7889,6,6,"M",1,0,4,1250,"Business & Economics",3.126
7893,6,6,"M",1,0,3.68,1160,"Business & Economics",3.052
7904,1,1,"F",0,0,3.44,930,"Math & Science",1.129
7914,6,6,"F",1,0,3.56,1220,"Arts & Letters",2.506
7915,7,6,"F",1,0,3.5,1260,"Math & Science",3.138
7921,7,5,"M",1,0,3.72,1310,"Math & Science",3.022
7927,4,6,"F",1,0,4.27,1210,"Math & Science",3.53
7955,6,6,"M",1,0,2.86,1420,"Arts & Letters",2.944
7962,6,4,"F",1,0,4.15,1390,"Math & Science",3.58
7965,7,7,"F",1,0,3.13,1350,"Arts & Letters",2.702
7971,3,4,"M",1,0,3.46,1040,"Business & Economics",2.85
7987,3,6,"F",1,0,3.73,1190,"Business & Economics",3.3
8014,7,4,"F",1,0,3.91,1530,"Business & Economics",3.959
8030,7,7,"F",1,0,3.32,1210,"Arts & Letters",3.116
8047,6,7,"M",0,0,3.86,1410,"Business & Economics",3.317
8075,7,6,"F",1,0,4.27,1450,"Business & Economics",3.635
8079,3,6,"F",0,1,3.75,1170,"Arts & Letters",3.23
8091,4,6,"M",1,0,3.6,1230,"Business & Economics",2.612
8103,4,6,"F",1,0,3.77,1260,"Math & Science",3.211
8107,7,7,"F",0,0,3.4,1260,"Math & Science",2.744
8109,7,7,"M",0,0,3.67,1070,"Arts & Letters",2.79
8118,3,6,"F",0,0,3.55,1090,"Business & Economics",3.026
8126,7,7,"F",1,0,4.08,1170,"Business & Economics",3.209
8131,5,7,"F",1,0,3.96,1270,"Math & Science",3.682
8133,7,7,"F",1,0,4.18,1260,"Business & Economics",3.532
8134,4,4,"F",0,0,3.73,1230,"Business & Economics",3.314
8148,7,6,"F",1,0,3.65,1270,"Business & Economics",3.45
8152,6,7,"F",0,0,3.72,1240,"Arts & Letters",3.026
8154,6,6,"M",1,0,3.59,1470,"Math & Science",3.678
8174,4,3,"F",0,0,4.14,1180,"Arts & Letters",3.397
8194,4,7,"F",1,0,3.79,1200,"Arts & Letters",3.166
8207,4,4,"F",0,0,3.55,1180,"Arts & Letters",3.35
8218,6,6,"M",1,0,3.33,1210,"Arts & Letters",2.522
8219,1,4,"F",0,0,3.88,1230,"Arts & Letters",2.757
8229,7,6,"M",1,0,3.73,1530,"Math & Science",3.295
8239,4,6,"M",1,0,3.32,1140,"Arts & Letters",3.005
8254,6,7,"F",0,0,4.14,1430,"Arts & Letters",3.597
8264,7,6,"M",1,0,3.44,1110,"Arts & Letters",3.179
8265,3,3,"F",0,1,3.95,1100,"Math & Science",2.572
8291,2,6,"M",0,1,3.2,1140,"Business & Economics",3.057
8294,4,6,"F",1,0,3.85,1250,"Arts & Letters",3.463
8297,3,6,"F",1,0,4.14,1360,"Business & Economics",3.057
8309,7,7,"M",1,0,4.37,1480,"Business & Economics",3
8310,7,7,"M",1,0,2.94,1180,"Arts & Letters",3.083
8323,5,6,"F",1,0,3.36,1080,"Arts & Letters",3.279
8340,6,6,"M",0,0,3.58,1330,"Business & Economics",3.583
8362,7,6,"M",1,0,3.95,1330,"Arts & Letters",3.303
8365,4,6,"F",1,0,3.85,1480,"Math & Science",3.277
8374,6,5,"M",1,0,3.67,1220,"Math & Science",2.542
8378,6,6,"F",0,0,3.38,1080,"Arts & Letters",3.366
8402,5,5,"M",1,0,3.88,1170,"Arts & Letters",3.079
8430,6,3,"F",1,0,4,1040,"Math & Science",3.416
8435,3,3,"F",1,0,4.27,1360,"Arts & Letters",3.823
8439,6,4,"F",0,1,3.87,1170,"Arts & Letters",3.435
8459,6,6,"F",1,0,3.75,1280,"Business & Economics",3.299
8470,6,6,"F",0,0,3.62,1110,"Arts & Letters",2.957
8490,7,7,"F",1,0,4.05,1550,"Arts & Letters",3.301
8513,4,6,"F",1,0,3.29,1380,"Business & Economics",3.409
8514,6,6,"M",1,0,3.85,1240,"Math & Science",2.881
8521,7,6,"M",1,0,4.21,1460,"Math & Science",3.498
8523,4,5,"M",1,0,3.91,940,"Business & Economics",2.999
8524,3,4,"M",0,0,2.5,900,"Arts & Letters",2.425
8549,7,4,"M",1,0,3.83,1310,"Business & Economics",2.864
8576,4,4,"M",1,0,3.41,1440,"Arts & Letters",2.349
8626,6,5,"F",1,0,4,1350,"Math & Science",3.123
8645,5,6,"F",1,0,3.92,1320,"Arts & Letters",3.719
8654,6,6,"M",1,0,4.27,1290,"Business & Economics",3.878
8680,7,5,"F",1,0,4.29,1400,"Math & Science",3.621
8688,6,6,"M",0,0,3.25,1200,"Arts & Letters",3.068
8697,6,6,"F",0,1,4.08,1280,"Arts & Letters",3.828
8712,5,7,"F",1,0,4.21,1080,"Business & Economics",3.534
8730,6,6,"F",0,0,3.95,1450,"Arts & Letters",3.623
8759,7,7,"F",1,0,3,1060,"Business & Economics",3.268
8765,6,7,"F",0,0,3.71,1210,"Arts & Letters",3.113
8767,7,7,"F",1,0,3.86,1310,"Business & Economics",3.291
8786,7,6,"M",0,1,3.76,1100,"Business & Economics",3.13
8806,7,6,"M",1,0,4.23,1270,"Math & Science",3.409
8820,7,6,"F",1,0,3.8,1280,"Business & Economics",3.384
8845,6,6,"F",1,0,3.5,1200,"Arts & Letters",3.461
8849,7,7,"F",1,0,4.21,1430,"Math & Science",3.675
8877,6,6,"M",0,0,4.27,1340,"Business & Economics",3.502
8883,3,3,"F",0,1,3.86,1250,"Arts & Letters",3.652
8890,7,5,"M",0,0,3.27,1140,"Math & Science",2.853
8892,4,4,"M",1,0,3.64,1220,"Math & Science",2.629
8922,7,6,"M",1,0,3.62,1320,"Arts & Letters",3.104
8925,6,6,"F",1,0,4.3,1330,"Math & Science",3.848
8935,6,6,"F",1,0,4.14,1170,"Business & Economics",2.537
8944,6,3,"F",1,0,3.6,1380,"Math & Science",2.899
8957,6,3,"F",1,0,4.05,1280,"Business & Economics",3.114
8963,6,7,"M",0,0,3.32,1180,"Arts & Letters",3.113
8968,6,7,"M",1,0,3.79,1460,"Business & Economics",3.719
9005,3,4,"F",1,0,3.86,1070,"Business & Economics",3.162
9031,6,6,"F",1,0,3.9,1020,"Arts & Letters",3.337
9070,5,4,"M",1,0,3.29,1250,"Arts & Letters",3.343
9071,6,7,"F",1,0,3.65,1150,"Arts & Letters",3.177
9081,6,6,"M",1,0,3.25,1360,"Arts & Letters",3.519
9115,6,6,"F",1,0,3.7,1210,"Arts & Letters",3.234
9140,7,7,"F",1,0,3.7,1130,"Arts & Letters",3.208
9152,1,1,"M",0,1,3.38,1030,"Business & Economics",2.338
9164,4,4,"M",1,0,3.7,1330,"Business & Economics",2.51
9165,6,4,"F",1,0,3.87,1360,"Arts & Letters",3.223
9186,7,7,"F",1,0,3.88,1190,"Arts & Letters",3.228
9234,6,6,"F",1,0,4.05,1290,"Business & Economics",3.128
9252,3,3,"F",1,0,3.95,1320,"Business & Economics",3.515
9266,4,4,"F",1,0,4.06,1130,"Arts & Letters",3.275
9268,7,7,"F",1,0,3.83,1170,"Math & Science",2.908
9280,7,6,"F",1,0,4.21,1190,"Business & Economics",3.521
9283,6,7,"F",1,0,3.2,1140,"Arts & Letters",2.694
9287,4,4,"F",1,0,4,1290,"Arts & Letters",3.457
9291,6,7,"F",1,0,4.21,1500,"Math & Science",3.729
9306,5,3,"F",0,0,3.65,1080,"Math & Science",2.63
9324,7,6,"F",1,0,3.96,1320,"Business & Economics",3.313
9333,6,6,"M",1,0,3.52,1270,"Arts & Letters",3.1
9336,3,5,"M",1,0,3.4,1420,"Arts & Letters",3.963
9343,6,7,"F",0,0,3.71,1210,"Arts & Letters",3.241
9356,2,4,"M",0,0,3.91,1020,"Arts & Letters",2.016
9359,4,5,"F",1,0,3.94,1190,"Business & Economics",3.05
9365,7,6,"F",1,0,3.82,1230,"Arts & Letters",3.379
9372,4,4,"M",1,0,3.77,1150,"Business & Economics",2.908
9395,6,7,"F",1,0,4.21,1340,"Arts & Letters",3.705
9402,7,6,"F",0,1,3.58,1190,"Business & Economics",2.955
9415,6,7,"F",1,0,3.77,1120,"Business & Economics",2.735
9436,6,5,"F",1,0,4.09,1190,"Arts & Letters",3.521
9437,1,1,"F",0,0,4.15,1250,"Math & Science",3.489
9464,6,6,"F",1,0,3.95,1340,"Arts & Letters",3.407
9465,7,3,"M",1,0,3.75,1160,"Arts & Letters",2.653
9473,7,5,"M",1,0,4.19,1330,"Business & Economics",3.738
9493,4,6,"F",1,0,3.35,1310,"Arts & Letters",2.447
9549,4,4,"M",1,0,4.08,1380,"Arts & Letters",4
9566,3,4,"F",1,0,2.91,1090,"Math & Science",2.719
9575,3,3,"F",0,1,3.25,1160,"Math & Science",1.372
9578,3,6,"M",0,0,3.25,1120,"Math & Science",1.855
9589,6,7,"F",1,0,3.9,1160,"Math & Science",2.799
9601,7,6,"F",1,0,3.8,1220,"Math & Science",2.925
9603,6,5,"M",1,0,3.67,1210,"Business & Economics",2.878
9608,3,2,"F",0,0,3.91,1260,"Math & Science",2.58
9616,7,3,"M",1,0,3.76,1390,"Math & Science",2.845
9620,5,3,"F",0,0,3.64,1240,"Arts & Letters",2.93
9627,7,6,"M",1,0,4.24,1220,"Business & Economics",3.403
9678,2,2,"M",0,0,3.25,1200,"Math & Science",2.522
9701,7,6,"M",1,0,3.5,1390,"Arts & Letters",3.759
9704,7,5,"M",0,0,3.73,1320,"Arts & Letters",2.968
9717,6,5,"F",1,0,3.1,1270,"Math & Science",2.796
9720,3,3,"F",1,0,3.73,1090,"Arts & Letters",3.036
9726,1,1,"F",0,1,3.85,1150,"Math & Science",2.84
9735,6,5,"M",1,0,4,1100,"Business & Economics",3.02
9744,6,3,"F",1,0,3.88,1290,"Arts & Letters",3.268
9748,6,6,"F",1,0,3.85,1110,"Arts & Letters",3.597
9750,5,7,"F",0,0,3.64,1190,"Business & Economics",3.232
9774,6,6,"M",1,0,3.38,1060,"Business & Economics",2.675
9785,4,6,"F",1,0,3.64,1320,"Math & Science",3.246
9797,6,6,"F",1,0,4.06,1420,"Arts & Letters",3.376
9816,7,7,"F",1,0,3.74,1290,"Arts & Letters",3.638
9820,4,4,"F",0,0,4.21,1320,"Math & Science",3.453
9825,7,7,"F",1,0,3.57,1350,"Arts & Letters",3.4
9842,6,4,"M",1,0,3.69,1260,"Math & Science",3.247
9849,6,6,"M",1,0,3.2,1270,"Arts & Letters",2.545
9852,6,7,"F",0,0,3.67,1100,"Arts & Letters",2.623
9862,1,1,"M",0,0,3.42,1160,"Arts & Letters",2.502
9874,7,6,"F",1,0,4.12,1380,"Math & Science",3.803
9879,1,1,"M",0,0,3.73,1110,"Business & Economics",3.169
9898,6,6,"F",1,0,3.87,1240,"Business & Economics",3.239
9906,3,3,"F",1,0,3.88,1290,"Arts & Letters",3.416
9909,7,7,"M",1,0,3.68,1240,"Business & Economics",3.35
9926,3,4,"M",1,0,4.1,1270,"Math & Science",3.034
9936,5,6,"M",1,0,3.36,1310,"Business & Economics",3.08
9969,6,6,"F",1,0,3.91,1170,"Math & Science",2.816
9971,3,3,"F",0,1,3.73,1320,"Business & Economics",2.871
9989,6,4,"F",1,0,4.18,1200,"Arts & Letters",3.572
10032,6,3,"F",0,1,3.65,990,"Math & Science",2.579
10055,5,6,"M",1,0,4,1240,"Math & Science",3.713
10086,6,6,"M",1,0,4.09,1280,"Business & Economics",3.808
10105,4,4,"F",0,0,3.88,1380,"Business & Economics",2.863
10165,6,4,"F",1,0,3.65,1280,"Math & Science",2.77
10227,1,4,"F",1,0,4.13,1280,"Business & Economics",3.612
10236,6,6,"F",1,0,4,1000,"Arts & Letters",3.196
10241,7,7,"M",1,0,3.5,1200,"Business & Economics",2.805
10242,7,7,"M",1,0,3.96,1270,"Arts & Letters",3.13
10251,6,7,"M",1,0,3.95,1240,"Arts & Letters",1.409
10263,6,7,"F",1,0,3.95,1460,"Math & Science",3.173
10265,6,7,"M",1,0,3.45,1180,"Arts & Letters",2.904
10291,6,6,"F",1,0,3.94,1160,"Arts & Letters",3.601
10296,3,4,"M",0,0,3.78,1070,"Arts & Letters",2.765
10298,6,5,"M",0,1,3.45,1340,"Business & Economics",2.351
10299,7,6,"M",1,0,3.8,1150,"Business & Economics",2.89
10300,7,6,"F",0,1,3.59,1170,"Math & Science",3.362
10311,3,7,"M",1,0,3.4,1400,"Math & Science",2.02
10327,6,3,"F",0,1,3.55,1180,"Business & Economics",2.873
10337,3,3,"F",0,0,3.92,1230,"Business & Economics",3.2
10360,4,4,"M",0,0,3.06,880,"Business & Economics",2.522
10377,4,3,"M",0,0,3.55,1310,"Business & Economics",2.925
10379,6,6,"F",1,0,4.3,1460,"Math & Science",3.562
10401,6,5,"M",0,1,3.65,1120,"Math & Science",1.967
10403,4,6,"F",1,0,4.2,1290,"Math & Science",3.314
10404,2,2,"M",1,0,3.08,1070,"Arts & Letters",2.893
10414,6,6,"F",1,0,4,1420,"Arts & Letters",3.729
10423,6,6,"F",1,0,3.29,1130,"Business & Economics",3.22
10483,7,6,"M",0,1,4.04,1380,"Business & Economics",3.328
10513,4,4,"F",1,0,3.33,1150,"Business & Economics",2.673
10518,7,6,"F",0,0,4.29,1430,"Math & Science",3.629
10534,6,7,"M",1,0,2.75,940,"Math & Science",2.493
10574,1,1,"M",0,0,3.59,1150,"Math & Science",2.839
10578,6,7,"F",1,0,4.04,1290,"Arts & Letters",3.804
10623,6,6,"F",1,0,3.68,1270,"Arts & Letters",3.137
10647,7,7,"F",1,0,3.96,1290,"Arts & Letters",3.796
10654,5,2,"F",0,0,3.86,1070,"Business & Economics",2.794
10678,7,6,"F",1,0,3.75,1410,"Math & Science",3.369
10688,3,3,"F",1,0,3.38,1260,"Arts & Letters",3.416
10719,6,7,"M",1,0,3.31,1180,"Business & Economics",2.935
10732,6,6,"F",1,0,4.18,1250,"Business & Economics",3.551
10736,6,7,"M",1,0,3.45,1490,"Business & Economics",2.316
10739,2,2,"F",0,1,3.38,1160,"Math & Science",2.77
10744,5,6,"F",1,0,3.7,1230,"Arts & Letters",3.043
10756,6,6,"F",0,0,3.52,1410,"Arts & Letters",2.828
10764,4,4,"F",0,0,3.91,940,"Business & Economics",1.833
10767,6,6,"M",1,0,4,1170,"Math & Science",3.262
10786,6,6,"F",1,0,4.31,1260,"Arts & Letters",3.634
10790,7,4,"M",0,0,3.45,1300,"Math & Science",1.934
10801,7,7,"M",1,0,4,1360,"Business & Economics",3.607
10804,6,6,"F",1,0,4.38,1200,"Arts & Letters",3.784
10815,4,6,"F",1,0,3.8,1240,"Business & Economics",3.342
10843,6,7,"F",0,1,4,1270,"Arts & Letters",2.883
10860,2,1,"M",0,0,3.55,1130,"Math & Science",1.375
10866,3,3,"M",0,0,3.7,1250,"Business & Economics",3.167
10890,7,7,"F",0,0,3.6,1430,"Business & Economics",3.167
10892,4,3,"M",0,0,2.43,840,"Business & Economics",2.373
10896,7,6,"F",1,0,3.71,1050,"Business & Economics",2.723
10900,2,2,"F",0,1,3.62,1070,"Business & Economics",2.85
10926,7,6,"M",1,0,3.83,1410,"Business & Economics",2.751
10929,7,7,"M",1,0,4.25,1430,"Math & Science",3.618
10951,6,4,"F",1,0,4.27,1200,"Math & Science",3.358
10953,1,1,"M",0,0,3.65,1110,"Business & Economics",3.569
10967,7,7,"F",0,1,3.86,1250,"Arts & Letters",3.707
10978,7,6,"M",1,0,4,1250,"Arts & Letters",3.137
10980,5,6,"F",0,0,4.27,1460,"Math & Science",3.348
10987,6,6,"M",0,1,4.32,1340,"Math & Science",3.17
10989,6,3,"F",1,0,3.93,1150,"Arts & Letters",3.501
11000,7,7,"F",1,0,4,1270,"Math & Science",2.531
11002,4,7,"F",1,0,3.82,1170,"Arts & Letters",3.689
11009,6,6,"F",1,0,2.88,1190,"Arts & Letters",3.484
11011,4,6,"M",1,0,3.43,1380,"Business & Economics",2.775
11021,7,6,"F",1,0,3.68,1150,"Math & Science",2.19
11025,5,5,"M",1,0,4.28,1170,"Business & Economics",2.533
11044,7,7,"M",0,0,4.15,1320,"Business & Economics",3.293
11056,7,7,"M",0,1,3.78,1270,"Math & Science",2.829
11060,7,7,"F",1,0,4.25,1270,"Business & Economics",3.864
11061,6,6,"F",1,0,3.41,1360,"Arts & Letters",3
11086,6,7,"M",0,0,3.62,1320,"Business & Economics",2.859
11097,7,6,"F",1,0,3.65,1100,"Arts & Letters",3.33
11099,2,2,"F",0,0,3.5,1060,"Business & Economics",2.56
11102,3,6,"M",1,0,4.32,1170,"Business & Economics",3.007
11118,6,7,"M",1,0,3.64,1240,"Math & Science",2.61
11120,4,4,"F",0,0,4,1310,"Arts & Letters",3.614
11138,6,6,"M",0,0,4.05,1280,"Arts & Letters",3.279
11147,6,6,"M",1,0,4,1250,"Math & Science",3.468
11153,6,6,"M",1,0,3.35,1260,"Arts & Letters",2.822
11189,7,6,"M",1,0,3.68,1260,"Business & Economics",3.175
11211,4,6,"M",1,0,3.15,1200,"Business & Economics",2.772
11238,2,2,"F",0,0,3.2,1100,"Arts & Letters",3.27
11251,4,6,"F",0,1,3.68,1020,"Business & Economics",2.434
11278,7,5,"M",1,0,3.73,1390,"Arts & Letters",3.712
11296,7,6,"F",1,0,4.05,1330,"Business & Economics",3.493
11313,7,6,"F",0,1,3.5,1420,"Business & Economics",3.272
11331,4,6,"M",0,0,3.6,1230,"Math & Science",1.704
11338,7,7,"M",1,0,3.71,1180,"Arts & Letters",3.586
11342,6,6,"M",1,0,3.64,1090,"Business & Economics",3.334
11354,6,7,"F",1,0,3.77,1450,"Arts & Letters",3.758
11362,6,6,"M",0,0,3.5,1170,"Business & Economics",2.791
11365,6,6,"M",0,0,3.11,1170,"Math & Science",2.838
11372,7,7,"F",0,0,3.64,1240,"Arts & Letters",2.721
11375,6,6,"M",1,0,3.59,1420,"Business & Economics",2.311
11382,2,2,"M",1,0,3.35,1100,"Business & Economics",2.785
11384,4,7,"M",0,0,4.3,1340,"Arts & Letters",3.226
11393,3,4,"F",1,0,4.16,1070,"Arts & Letters",3.364
11443,7,7,"F",0,0,3.71,1100,"Arts & Letters",3.512
11450,7,6,"F",0,1,3.58,1280,"Math & Science",2.648
11460,7,7,"M",0,1,4.1,1220,"Math & Science",3.181
11475,7,7,"F",0,1,3.91,1300,"Business & Economics",3.094
11494,6,6,"M",0,1,4.2,1270,"Business & Economics",3.378
11514,7,7,"F",0,0,4.17,1450,"Math & Science",3.117
11517,2,2,"M",0,1,3.45,1120,"Business & Economics",3.415
11541,6,6,"F",1,0,3.72,1280,"Arts & Letters",2.872
11546,7,6,"F",1,0,3.45,1100,"Math & Science",3.299
11554,6,6,"F",1,0,3.7,1150,"Arts & Letters",2.307
11566,7,6,"F",1,0,3.95,1250,"Arts & Letters",3.816
11574,3,3,"F",1,0,4,1190,"Business & Economics",3.207
11592,7,5,"M",0,0,4.05,1360,"Arts & Letters",3.39
11598,2,3,"F",1,0,3.73,1270,"Math & Science",2.459
11607,7,7,"F",1,0,3.96,1180,"Arts & Letters",3.423
11623,3,3,"F",1,0,3.5,940,"Business & Economics",2.881
11663,7,6,"F",1,0,4.17,1190,"Arts & Letters",3.752
11665,7,3,"M",0,0,3.54,1480,"Math & Science",3.258
11668,3,7,"F",0,1,3.26,1180,"Arts & Letters",2.509
11670,6,6,"M",1,0,3.29,1100,"Business & Economics",2.854
11673,6,3,"F",1,0,3.64,1020,"Math & Science",2.96
11693,1,1,"F",0,0,3.8,1120,"Math & Science",2.703
11722,4,4,"F",1,0,3.61,970,"Arts & Letters",3.068
11737,7,7,"F",1,0,4.08,1230,"Arts & Letters",3.547
11740,7,6,"M",0,0,3.59,1280,"Business & Economics",2.786
11769,6,6,"F",1,0,4.14,1120,"Math & Science",2.79
11786,4,6,"F",0,0,4,1180,"Arts & Letters",3.765
11789,7,7,"F",1,0,3.95,1410,"Business & Economics",3.404
11811,7,5,"F",1,0,3.57,970,"Arts & Letters",1.568
11822,7,6,"F",1,0,3.95,1230,"Math & Science",3.001
11824,1,3,"M",0,1,3.68,1110,"Business & Economics",2.83
11841,7,7,"F",1,0,4.08,1190,"Business & Economics",3.308
11848,7,7,"F",0,0,3.35,1230,"Business & Economics",3.144
11852,6,6,"F",1,0,3.64,1230,"Business & Economics",3.02
11860,6,7,"M",1,0,3.64,1180,"Business & Economics",2.907
11875,6,6,"M",1,0,3.3,1200,"Business & Economics",2.916
11900,7,6,"M",1,0,3.58,1240,"Business & Economics",2.969
11925,5,3,"M",0,0,3.36,970,"Business & Economics",0.364
11926,7,7,"F",1,0,4.1,1260,"Arts & Letters",2.793
11942,6,7,"M",1,0,4.4,1350,"Business & Economics",3.663
11963,7,6,"F",1,0,3.26,1430,"Arts & Letters",2.063
11973,7,6,"M",1,0,3.95,1120,"Math & Science",2.951
11975,3,4,"F",1,0,3.86,930,"Math & Science",3.102
11977,6,6,"M",1,0,3.82,1160,"Arts & Letters",3.343
11995,4,6,"F",0,0,3.5,1280,"Arts & Letters",3.536
12006,7,6,"F",1,0,3.75,1330,"Math & Science",3.368
12032,6,5,"F",0,0,3.91,1290,"Business & Economics",3.67
12039,6,6,"F",1,0,3.38,1100,"Arts & Letters",2.888
12043,6,6,"F",0,0,4.27,1430,"Math & Science",3.436
12046,4,6,"F",0,0,3.86,1050,"Math & Science",2.586
12047,3,6,"M",0,1,3.68,1250,"Business & Economics",2.861
12049,3,5,"F",1,0,3.27,1080,"Math & Science",2.585
12075,6,7,"F",1,0,4,1170,"Math & Science",3.37
12083,6,6,"F",1,0,3.41,1210,"Math & Science",2.86
12115,2,2,"M",0,1,3.76,1000,"Business & Economics",2.866
12121,3,1,"M",0,0,3.27,1070,"Business & Economics",1.689
12181,6,6,"F",1,0,3.25,1050,"Arts & Letters",3.274
12196,6,5,"F",1,0,3.61,1110,"Arts & Letters",3.099
12199,6,4,"F",1,0,3.59,1150,"Arts & Letters",3.192
12208,6,7,"M",1,0,2.62,1150,"Arts & Letters",1.488
12225,3,3,"F",1,0,3.88,1220,"Business & Economics",2.667
12243,5,5,"F",0,1,3.58,1320,"Math & Science",2.995
12273,4,7,"F",1,0,4.2,1360,"Math & Science",3.857
12280,3,3,"M",1,0,4.18,1390,"Math & Science",2.289
12285,7,3,"F",1,0,3.69,1090,"Arts & Letters",2.876
12311,6,5,"F",1,0,4.05,1160,"Math & Science",3.364
12321,6,4,"F",1,0,3.83,1240,"Business & Economics",3.649
12334,7,7,"F",1,0,3.75,1340,"Math & Science",2.763
12347,7,7,"F",1,0,4.14,1410,"Business & Economics",3.738
12372,6,6,"M",0,0,3.6,1270,"Business & Economics",3.003
12398,6,7,"F",1,0,2.88,1160,"Arts & Letters",2.903
12400,2,3,"M",0,0,3.13,940,"Math & Science",1.9
12413,3,6,"F",0,0,3.47,980,"Arts & Letters",3.309
12418,2,3,"F",0,1,4.17,1160,"Arts & Letters",3.527
12429,4,4,"F",1,0,3.39,1010,"Business & Economics",1.863
12443,2,6,"F",0,1,3.7,950,"Business & Economics",2.982
12447,5,3,"F",0,0,4.16,1240,"Math & Science",2.714
12451,6,4,"M",1,0,4.18,1230,"Business & Economics",2.684
12457,7,7,"M",1,0,3.82,1230,"Business & Economics",2.685
12474,6,3,"M",1,0,3.92,1300,"Math & Science",3.008
12482,4,3,"M",1,0,4.18,1350,"Math & Science",3.344
12500,3,6,"F",1,0,4.13,1380,"Business & Economics",3.172
12541,6,6,"M",1,0,4.28,1290,"Math & Science",3.066
12544,7,7,"M",1,0,3.5,1190,"Arts & Letters",2.999
12548,2,6,"F",0,0,3.77,1170,"Arts & Letters",2.982
12563,7,4,"F",0,1,3.7,1140,"Arts & Letters",2.897
12598,7,7,"F",1,0,3.9,1330,"Business & Economics",3.63
12632,6,7,"F",1,0,3.77,1280,"Arts & Letters",3.52
12646,5,6,"M",1,0,3.55,1270,"Business & Economics",3.137
12681,6,6,"F",0,1,3.54,1270,"Arts & Letters",2.91
12690,4,5,"F",1,0,3.64,1250,"Math & Science",3.738
12692,6,5,"M",1,0,3.42,1490,"Business & Economics",2.83
